Incident ID,Incident Date,State,City Or County,Address,json,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,county,FIPS
2842603,"March 1, 2024",Virginia,Alexandria,530 S St Asaph St,"[{""place_id"":320563847,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":206637,""lat"":""38.8051095"",""lon"":""-77.0470229"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.6058375071667322,""addresstype"":""city"",""name"":""Alexandria"",""display_name"":""Alexandria, Virginia, United States"",""boundingbox"":[""38.7851837"",""38.8449229"",""-77.1443577"",""-77.0370392""]}]",Lyles-Crouch Traditional Academy,0,0,0,0,0,Alexandria city,51510
2842662,"March 1, 2024",North Carolina,Wilson,500 Harrison Dr,"[{""place_id"":317007023,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2528757,""lat"":""35.7059114"",""lon"":""-77.9175714"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5509713458103705,""addresstype"":""county"",""name"":""Wilson County"",""display_name"":""Wilson County, North Carolina, United States"",""boundingbox"":[""35.5728680"",""35.8684080"",""-78.1919334"",""-77.6679990""]},{""place_id"":318228274,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180339,""lat"":""35.7241718"",""lon"":""-77.9115243"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5341049629834138,""addresstype"":""town"",""name"":""Wilson"",""display_name"":""Wilson, Wilson County, North Carolina, United States"",""boundingbox"":[""35.6716500"",""35.8138570"",""-78.0401440"",""-77.8656110""]}]",Fike High School,0,0,0,0,0,Wilson County,37195
2842890,"March 1, 2024",Louisiana,Carencro,200 block of Bradford Dr,"[{""place_id"":279647988,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131950,""lat"":""30.317144"",""lon"":""-92.0490096"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3730104672031346,""addresstype"":""city"",""name"":""Carencro"",""display_name"":""Carencro, Lafayette Parish, Louisiana, 70520, United States"",""boundingbox"":[""30.2830484"",""30.3397654"",""-92.0747350"",""-91.9901220""]}]",,1,0,0,0,3,Lafayette Parish,22055
2842517,"March 1, 2024",North Carolina,Charlotte (Mint Hill),10505 Clear Creek Commerce Dr,"[{""place_id"":313461144,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":11433164544,""lat"":""35.1717556"",""lon"":""-80.6588135"",""class"":""amenity"",""type"":""library"",""place_rank"":30,""importance"":5.780956740668372e-05,""addresstype"":""amenity"",""name"":""Charlotte Mecklenburg Library - Mint Hill"",""display_name"":""Charlotte Mecklenburg Library - Mint Hill, 6840, Matthews-Mint Hill Road, Downtown, Mint Hill, Mecklenburg County, North Carolina, 28227, United States"",""boundingbox"":[""35.1717056"",""35.1718056"",""-80.6588635"",""-80.6587635""]},{""place_id"":313629578,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":12150538048,""lat"":""35.1729918"",""lon"":""-80.6569253"",""class"":""craft"",""type"":""cleaning"",""place_rank"":30,""importance"":5.780956740668372e-05,""addresstype"":""craft"",""name"":""MaidPro East Charlotte"",""display_name"":""MaidPro East Charlotte, 11300, Lawyers Road, Downtown, Mint Hill, Mecklenburg County, North Carolina, 28227, United States"",""boundingbox"":[""35.1729418"",""35.1730418"",""-80.6569753"",""-80.6568753""]}]",Rocky River High School,0,0,0,0,0,Mecklenburg County,37119
2845398,"March 1, 2024",Utah,Layton,440 Wasatch Dr,"[{""place_id"":303832646,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":198894,""lat"":""41.0751048"",""lon"":""-111.9741925"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4655146775655437,""addresstype"":""town"",""name"":""Layton"",""display_name"":""Layton, Davis County, Utah, United States"",""boundingbox"":[""41.0366833"",""41.1165661"",""-112.0358598"",""-111.9011915""]}]",Layton High School,0,0,0,0,1,Davis County,49011
2843075,"March 1, 2024",Arkansas,Little Rock,21501 Cantrell Rd,"[{""place_id"":310157003,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":111147,""lat"":""34.7465071"",""lon"":""-92.2896267"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6218649273097403,""addresstype"":""city"",""name"":""Little Rock"",""display_name"":""Little Rock, Pulaski County, Arkansas, United States"",""boundingbox"":[""34.6256657"",""34.8218226"",""-92.5215905"",""-92.1506554""]}]",Joe T. Robinson High School,0,0,0,0,1,Pulaski County,5119
2841708,"February 29, 2024",Tennessee,Memphis,1363 E Person Ave,"[{""place_id"":309730784,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197239,""lat"":""35.1460249"",""lon"":""-90.0517638"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6731669167759847,""addresstype"":""city"",""name"":""Memphis"",""display_name"":""Memphis, Shelby County, West Tennessee, Tennessee, United States"",""boundingbox"":[""34.9941528"",""35.2638790"",""-90.3083660"",""-89.6370890""]}]",Hamilton High School,0,0,0,0,1,Shelby County,47157
2841710,"February 29, 2024",Virginia,Vinton,2902 E Washington Ave,"[{""place_id"":320443762,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":206562,""lat"":""37.2800221"",""lon"":""-79.8975673"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.38672320214146405,""addresstype"":""town"",""name"":""Vinton"",""display_name"":""Vinton, Roanoke County, Virginia, United States"",""boundingbox"":[""37.2578523"",""37.2921109"",""-79.9179954"",""-79.8700025""]}]",William Byrd High School,0,0,0,0,1,Roanoke County,51161
2842837,"February 29, 2024",Texas,Temple,8818 Tarver Dr,"[{""place_id"":290938762,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":33284288,""lat"":""31.098207"",""lon"":""-97.3427847"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5602378946621981,""addresstype"":""city"",""name"":""Temple"",""display_name"":""Temple, Bell County, Texas, United States"",""boundingbox"":[""31.0081520"",""31.2090642"",""-97.5580380"",""-97.2913672""]},{""place_id"":292766204,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":114990,""lat"":""31.098207"",""lon"":""-97.3427847"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5602378946621981,""addresstype"":""city"",""name"":""Temple"",""display_name"":""Temple, Bell County, Texas, United States"",""boundingbox"":[""31.0081520"",""31.2090642"",""-97.5580380"",""-97.2913672""]}]",Lake Belton Middle School,0,0,0,0,0,Bell County,48027
2842653,"February 29, 2024",Texas,Midlothian,923 S 9th St,"[{""place_id"":309480089,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":114477,""lat"":""32.482361"",""lon"":""-96.9944489"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.47241352375020507,""addresstype"":""city"",""name"":""Midlothian"",""display_name"":""Midlothian, Ellis County, Texas, 76065, United States"",""boundingbox"":[""32.3773947"",""32.5420956"",""-97.0863550"",""-96.9021415""]},{""place_id"":310134107,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":33261272,""lat"":""32.482361"",""lon"":""-96.9944489"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.47241352375020507,""addresstype"":""town"",""name"":""Midlothian"",""display_name"":""Midlothian, Ellis County, Texas, 76065, United States"",""boundingbox"":[""32.3773947"",""32.5420956"",""-97.0863550"",""-96.9021415""]}]",Midlothian High School,0,0,0,0,1,Ellis County,48139
2841420,"February 29, 2024",Texas,Houston,6700 Bellaire Blvd,"[{""place_id"":281727225,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2688911,""lat"":""29.7589382"",""lon"":""-95.3676974"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7273179768405511,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Harris County, Texas, United States"",""boundingbox"":[""29.5370705"",""30.1103506"",""-95.9097419"",""-95.0120525""]},{""place_id"":279122587,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1840945,""lat"":""31.3378465"",""lon"":""-95.390805"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.58566105908742,""addresstype"":""county"",""name"":""Houston County"",""display_name"":""Houston County, Texas, United States"",""boundingbox"":[""30.9260843"",""31.5928051"",""-95.7758904"",""-94.9580014""]},{""place_id"":312693847,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":140698,""lat"":""37.3261588"",""lon"":""-91.955988"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.45741428069973794,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Texas County, Missouri, 65483, United States"",""boundingbox"":[""37.2945110"",""37.3437600"",""-91.9794380"",""-91.9309400""]}]",KIPP Connect Primary,0,0,0,0,1,Houston County,48225
2841234,"February 29, 2024",South Carolina,Greenville,44 Merriwoods Dr,"[{""place_id"":315166077,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":193989,""lat"":""34.851354"",""lon"":""-82.3984882"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5834134113253983,""addresstype"":""city"",""name"":""Greenville"",""display_name"":""Greenville, Greenville County, South Carolina, United States"",""boundingbox"":[""34.7665442"",""34.8925978"",""-82.4349118"",""-82.2868906""]},{""place_id"":314381390,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1357004,""lat"":""34.8550021"",""lon"":""-82.3356457"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5078822111144826,""addresstype"":""county"",""name"":""Greenville County"",""display_name"":""Greenville County, South Carolina, United States"",""boundingbox"":[""34.4843322"",""35.2154852"",""-82.7644102"",""-82.1455869""]}]",Tanglewood Middle School,0,0,0,0,1,Greenville County,45045
2842499,"February 29, 2024",North Carolina,Asheville,211 S French Broad Ave,"[{""place_id"":316406888,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180348,""lat"":""35.595363"",""lon"":""-82.5508407"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5889584244375953,""addresstype"":""city"",""name"":""Asheville"",""display_name"":""Asheville, Buncombe County, North Carolina, United States"",""boundingbox"":[""35.4164642"",""35.6560763"",""-82.6703643"",""-82.4604691""]},{""place_id"":315737291,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":38132620,""lat"":""35.5094815"",""lon"":""-82.59329867842422"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.18669536659800104,""addresstype"":""city"",""name"":""Asheville"",""display_name"":""Asheville, Buncombe County, North Carolina, United States"",""boundingbox"":[""35.5031782"",""35.5157724"",""-82.5981388"",""-82.5854377""]}]",Asheville Middle School,0,0,0,0,1,Buncombe County,37021
2842712,"February 29, 2024",Florida,Jacksonville,590 Duval Station Rd,"[{""place_id"":277064989,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119008,""lat"":""30.3321838"",""lon"":""-81.655651"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6552205349164156,""addresstype"":""city"",""name"":""Jacksonville"",""display_name"":""Jacksonville, Duval County, Florida, United States"",""boundingbox"":[""30.1037480"",""30.5862095"",""-82.0493895"",""-81.3167120""]}]",First Coast High School,0,0,0,0,1,Duval County,12031
2842874,"February 28, 2024",Arizona,Buckeye,3000 S Apache Rd,"[{""place_id"":296322841,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110795,""lat"":""33.3703197"",""lon"":""-112.583776"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.46226636670021837,""addresstype"":""city"",""name"":""Buckeye"",""display_name"":""Buckeye, Maricopa County, Arizona, United States"",""boundingbox"":[""33.1305260"",""33.8112594"",""-112.8591058"",""-112.4582784""]}]",Youngker High School,0,0,0,0,1,Maricopa County,4013
2846880,"February 28, 2024",Oklahoma,Poteau,101 Pirate Ln,"[{""place_id"":310629889,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":185136,""lat"":""35.0568053"",""lon"":""-94.6199966"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.43884321556264655,""addresstype"":""city"",""name"":""Poteau"",""display_name"":""Poteau, LeFlore County, Oklahoma, 74953, United States"",""boundingbox"":[""34.9277230"",""35.2021810"",""-94.7344730"",""-94.5713690""]}]",Poteau High School,0,0,0,0,0,Oklahoma,40000
2875825,"February 28, 2024",South Carolina,Hilton Head Island,10 Bus Dr,"[{""place_id"":317875260,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":194043,""lat"":""32.1618488"",""lon"":""-80.7512616"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5074147865832991,""addresstype"":""town"",""name"":""Hilton Head Island"",""display_name"":""Hilton Head Island, Beaufort County, South Carolina, United States"",""boundingbox"":[""32.1072276"",""32.2763202"",""-80.8315177"",""-80.6580247""]},{""place_id"":316737413,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":357115945,""lat"":""32.193817"",""lon"":""-80.7381637"",""class"":""place"",""type"":""island"",""place_rank"":17,""importance"":0.17339009613183795,""addresstype"":""island"",""name"":""Hilton Head Island"",""display_name"":""Hilton Head Island, Beaufort County, South Carolina, 29926, United States"",""boundingbox"":[""31.8738170"",""32.5138170"",""-81.0581637"",""-80.4181637""]}]",Hilton Head Island School for the Creative Arts,0,0,0,0,0,Beaufort County,45013
2842167,"February 28, 2024",Mississippi,Jackson,2940 Belvedere Dr,"[{""place_id"":309986729,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":109847,""lat"":""32.2998686"",""lon"":""-90.1830408"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6130171678688313,""addresstype"":""city"",""name"":""Jackson"",""display_name"":""Jackson, Hinds County, Mississippi, United States"",""boundingbox"":[""32.1955013"",""32.4124415"",""-90.3299278"",""-90.0636172""]},{""place_id"":280878094,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1832970,""lat"":""30.4899024"",""lon"":""-88.6486325"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5316088308972203,""addresstype"":""county"",""name"":""Jackson County"",""display_name"":""Jackson County, Mississippi, United States"",""boundingbox"":[""30.1472736"",""30.7360016"",""-88.8844044"",""-88.3866700""]}]",Peeples Middle School,0,0,0,0,1,Jackson County,28059
2840986,"February 27, 2024",New Jersey,Newark,279 Chancellor Ave,"[{""place_id"":329750195,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170486,""lat"":""40.735657"",""lon"":""-74.1723667"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6518469487319686,""addresstype"":""city"",""name"":""Newark"",""display_name"":""Newark, Essex County, New Jersey, United States"",""boundingbox"":[""40.6732502"",""40.7881387"",""-74.2513334"",""-74.1141786""]}]",Weequahic High School,0,0,0,0,1,Essex County,34013
2839965,"February 27, 2024",Kentucky,Erlanger,305 Bartlett Ave,"[{""place_id"":313675738,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":130599,""lat"":""39.0167275"",""lon"":""-84.6007773"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.49080720134185557,""addresstype"":""city"",""name"":""Erlanger"",""display_name"":""Erlanger, Kenton County, Kentucky, 41018, United States"",""boundingbox"":[""38.9731240"",""39.0623784"",""-84.6222605"",""-84.5326100""]}]",Tichenor Middle School,0,0,0,0,1,Kenton County,21117
2843338,"February 27, 2024",Georgia,Snellville,2288 Main St E,"[{""place_id"":315796150,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119591,""lat"":""33.857328"",""lon"":""-84.0199108"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.45789496865680734,""addresstype"":""town"",""name"":""Snellville"",""display_name"":""Snellville, Gwinnett County, Georgia, United States"",""boundingbox"":[""33.8183920"",""33.8921700"",""-84.0429130"",""-83.9509320""]}]",South Gwinnett High School,0,0,0,0,1,Gwinnett County,13135
2840561,"February 27, 2024",Delaware,Georgetown,26026 Patriots Way,"[{""place_id"":319016737,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":117165,""lat"":""38.6900507"",""lon"":""-75.3858753"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.47700447308823707,""addresstype"":""town"",""name"":""Georgetown"",""display_name"":""Georgetown, Sussex County, Delaware, 19947, United States"",""boundingbox"":[""38.6660010"",""38.7106230"",""-75.4180070"",""-75.3627430""]}]",Sussex Central High School,0,0,0,0,2,Sussex County,10005
2848047,"February 27, 2024",South Carolina,Myrtle Beach,3301 N Oak St,"[{""place_id"":317891079,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":193842,""lat"":""33.6956461"",""lon"":""-78.8900409"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5261775093357874,""addresstype"":""city"",""name"":""Myrtle Beach"",""display_name"":""Myrtle Beach, Horry County, South Carolina, 29577, United States"",""boundingbox"":[""33.6473768"",""33.7912550"",""-78.9780240"",""-78.7854686""]}]",Horry County Adult Education,0,0,0,0,1,Horry County,45051
2840902,"February 27, 2024",Illinois,Carol Stream,475 Chippewa Trail,"[{""place_id"":346096409,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":125463,""lat"":""41.9125286"",""lon"":""-88.1347927"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5268751239059755,""addresstype"":""village"",""name"":""Carol Stream"",""display_name"":""Carol Stream, DuPage County, Illinois, 60188, United States"",""boundingbox"":[""41.8880270"",""41.9428050"",""-88.1748620"",""-88.0871670""]}]",Roy De Shane Elementary School,0,0,0,0,1,DuPage County,17043
2840993,"February 27, 2024",Kentucky,Louisville,5901 Greenwood Rd,"[{""place_id"":312282602,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1804307,""lat"":""38.2542376"",""lon"":""-85.759407"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6656164207590503,""addresstype"":""city"",""name"":""Louisville"",""display_name"":""Louisville, Jefferson County, Kentucky, United States"",""boundingbox"":[""37.9971000"",""38.3801391"",""-85.9470644"",""-85.4051000""]}]",Pleasure Ridge Park High School,0,0,0,0,0,Jefferson County,21111
2838533,"February 26, 2024",Texas,Odessa,1301 Dotsy Ave,"[{""place_id"":291073630,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2336480,""lat"":""31.8457149"",""lon"":""-102.367687"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5770619315070418,""addresstype"":""city"",""name"":""Odessa"",""display_name"":""Odessa, Ector County, Texas, United States"",""boundingbox"":[""31.7974700"",""31.9631525"",""-102.4420576"",""-102.2481799""]}]",Odessa High School,0,1,0,0,1,Ector County,48135
2838750,"February 26, 2024",North Carolina,Shelby,230 E Dixon Blvd,"[{""place_id"":315553568,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":178989,""lat"":""35.2923513"",""lon"":""-81.5356463"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.527492972553617,""addresstype"":""city"",""name"":""Shelby"",""display_name"":""Shelby, Cleveland County, North Carolina, 28051, United States"",""boundingbox"":[""35.2391760"",""35.3303978"",""-81.6369220"",""-81.4606344""]}]",Shelby High School,0,0,0,0,0,Cleveland County,37045
2846429,"February 26, 2024",South Carolina,Mccormick,192 Gettys Rd,"[{""place_id"":315976666,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2532517,""lat"":""33.8795325"",""lon"":""-82.2797719"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.4965782545690223,""addresstype"":""county"",""name"":""McCormick County"",""display_name"":""McCormick County, South Carolina, United States"",""boundingbox"":[""33.5897876"",""34.0812230"",""-82.5946310"",""-82.0451300""]},{""place_id"":317897406,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":192212,""lat"":""33.9134582"",""lon"":""-82.2934578"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4384847265776467,""addresstype"":""town"",""name"":""McCormick"",""display_name"":""McCormick, McCormick County, South Carolina, 29899, United States"",""boundingbox"":[""33.8874380"",""33.9357170"",""-82.3133000"",""-82.2439670""]}]",South Carolina Governor's School for Agriculture at John de la Howe,0,0,0,0,0,McCormick County,45065
2839332,"February 26, 2024",Arizona,Casa Grande,1556 N Arizola Rd,"[{""place_id"":306669229,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110768,""lat"":""32.8772834"",""lon"":""-111.7536818"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4742562777527791,""addresstype"":""city"",""name"":""Casa Grande"",""display_name"":""Casa Grande, Pinal County, Arizona, United States"",""boundingbox"":[""32.7775030"",""32.9966200"",""-111.9123100"",""-111.6365308""]}]",Vista Grande High School,0,0,0,0,1,Pinal County,4021
2839083,"February 26, 2024",Tennessee,Nashville,904 26th Ave N,"[{""place_id"":311710395,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197472,""lat"":""36.1622767"",""lon"":""-86.7742984"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6981518794568238,""addresstype"":""city"",""name"":""Nashville-Davidson"",""display_name"":""Nashville-Davidson, Davidson County, Middle Tennessee, Tennessee, United States"",""boundingbox"":[""35.9677850"",""36.4054960"",""-87.0547660"",""-86.5155880""]}]",Pearl Cohn High School,0,0,0,0,2,Davidson County,47037
2840132,"February 26, 2024",Missouri,Saint Louis,5401 Lucas and Hunt Rd,"[{""place_id"":311048535,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1180533,""lat"":""38.6280278"",""lon"":""-90.1910154"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7078550940195126,""addresstype"":""independent_city"",""name"":""Saint Louis"",""display_name"":""Saint Louis, Missouri, United States"",""boundingbox"":[""38.5323215"",""38.7743018"",""-90.3206525"",""-90.1641941""]}]",Lutheran North High School,0,0,0,0,1,St. Louis County,29189
2840053,"February 25, 2024",Illinois,Evanston,70 Arts Cir Dr,"[{""place_id"":342697378,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":123419,""lat"":""42.0470043"",""lon"":""-87.6846053"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6106452418082337,""addresstype"":""city"",""name"":""Evanston"",""display_name"":""Evanston, Evanston Township, Cook County, Illinois, United States"",""boundingbox"":[""42.0191465"",""42.0717698"",""-87.7324560"",""-87.6650214""]}]",Henry and Leigh Bienen School of Music Northwestern University,0,0,0,0,0,Cook County,17031
2836786,"February 23, 2024",West Virginia,Bluefield,2915 Old Bramwell Rd,"[{""place_id"":314590429,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":239903,""lat"":""37.2698395"",""lon"":""-81.2223195"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.48095615577626316,""addresstype"":""town"",""name"":""Bluefield"",""display_name"":""Bluefield, Mercer County, West Virginia, 24701, United States"",""boundingbox"":[""37.2348697"",""37.2926320"",""-81.2654480"",""-81.0886250""]}]",Brushfork Armory,0,1,0,0,0,Mercer County,54055
2837275,"February 23, 2024",Florida,Palmetto,1200 17th St W,"[{""place_id"":281834744,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":117715,""lat"":""27.5214269"",""lon"":""-82.5723193"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.43990687907415427,""addresstype"":""suburb"",""name"":""Palmetto"",""display_name"":""Palmetto, Manatee County, Florida, 34220, United States"",""boundingbox"":[""27.5065080"",""27.5501089"",""-82.6144625"",""-82.5422200""]},{""place_id"":281208272,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1217277,""lat"":""25.6217715"",""lon"":""-80.3247748"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.46226636670021837,""addresstype"":""suburb"",""name"":""Palmetto Bay"",""display_name"":""Palmetto Bay, Miami-Dade County, Florida, United States"",""boundingbox"":[""25.5985910"",""25.6454940"",""-80.3541810"",""-80.2876410""]}]",Palmetto High School,0,0,0,0,1,Manatee County,12081
2842713,"February 23, 2024",Indiana,Portland,414 Floral Ave,"[{""place_id"":342526038,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":127875,""lat"":""40.4344895"",""lon"":""-84.9777455"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.44245793756506435,""addresstype"":""city"",""name"":""Portland"",""display_name"":""Portland, Jay County, Indiana, United States"",""boundingbox"":[""40.4119740"",""40.4618870"",""-85.0099140"",""-84.9592480""]}]",Jay School Corporation,0,0,0,0,1,Jay County,18075
